col1,col2,col3,col4,target
-1.3971,3.3191,-1.3927,-1.9948,1
0.39012,-0.14279,-0.031994,0.35084,1
-3.5681,-8.213,10.083,0.96765,1
-0.89409,3.1991,-1.8219,-2.9452,1
-5.9034,6.5679,0.67661,-6.6797,1
-0.77461,-1.8768,2.4023,1.1319,1
-1.8187,-9.0366,9.0162,-0.12243,1
-1.8219,-6.8824,5.4681,0.057313,1
-3.4083,4.8587,-0.76888,-4.8668,1
-0.47465,-4.3496,1.9901,0.7517,1
-4.4779,7.3708,-0.31218,-6.7754,1
-1.6244,-6.3444,4.6575,0.16981,1
-5.4901,9.1048,-0.38758,-5.9763,1
-3.2238,2.7935,0.32274,-0.86078,1
0.6005,1.9327,-3.2888,-0.32415,1
0.91315,3.3377,-4.0557,-1.6741,1
-4.2932,3.3419,0.77258,-0.99785,1
-3.0265,-0.062088,0.68604,-0.055186,1
-1.7015,-0.010356,-0.99337,-0.53104,1
-0.86339,1.9348,-2.3729,-1.0897,1
-1.2568,-1.4733,2.8718,0.44653,1
-4.8554,-5.9037,10.9818,-0.82199,1
-1.5322,-5.0966,6.6779,0.17498,1
-1.979,3.2301,-1.3575,-2.5819,1
-0.4294,-0.14693,0.044265,-0.15605,1
-2.2482,3.0915,-2.3969,-2.6711,1
-1.4427,3.2922,-1.9702,-3.4392,1
-0.39416,-0.020702,-0.066267,-0.44699,1
-1.522,-6.6383,5.7491,-0.10691,1
-0.94255,0.039307,-0.24192,0.31593,1
-0.89569,3.0025,-3.6067,-3.4457,1
-1.3414,-2.0776,2.8093,0.60688,1
-0.52645,-0.24832,-0.45613,0.41938,1
-3.8826,4.898,-0.92311,-5.0801,1
-2.1405,-0.16762,1.321,-0.20906,1
-0.60975,-4.002,1.8471,0.6017,1
-4.8861,7.0542,-0.17252,-6.959,1
-3.1366,0.42212,2.6225,-0.064238,1
0.24261,0.57318,-1.9402,0.44007,1
1.296,4.2855,-4.8457,-2.9013,1
-5.873,9.1752,-0.27448,-6.0422,1
-3.4605,2.6901,0.16165,-1.0224,1
0.59823,3.5012,-3.9795,-1.7841,1
-4.1409,3.4619,-0.47841,-3.8879,1
-6.5084,8.7696,0.23191,-3.937,1
-3.3125,0.10139,0.55323,-0.2957,1
-0.95403,1.9824,-2.3163,-1.1957,1
-1.8629,-0.84841,2.5377,0.097399,1
-2.3518,-4.8359,6.6479,-0.060358,1
-3.3604,-0.32696,2.1324,0.6017,1
-1.0112,2.9984,-1.1664,-1.6185,1
0.030219,-1.0512,1.4024,0.77369,1
-3.2692,-12.7406,15.5573,-0.14182,1
-2.5701,-6.8452,8.9999,2.1353,1
0.21431,-0.69529,0.87711,0.29653,1
-0.63298,-5.1277,4.5624,1.4797,1
-0.28696,3.1784,-3.5767,-3.1896,1
-1.4446,2.1438,-0.47241,-1.6677,1
-0.81479,-5.7381,4.3919,0.3211,1
0.55298,-3.4619,1.7048,1.1008,1
-1.749,-6.332,6.0987,0.14266,1
-0.539,-5.167,3.4399,0.052141,1
2.3917,4.5565,-4.9888,-2.8987,1
-5.4808,8.1819,0.27818,-5.0323,1
-1.4174,-2.2535,1.518,0.61981,1
0.4283,-0.94981,-1.0731,0.3211,1
1.5904,2.2121,-3.1183,-0.11725,1
1.7425,3.6833,-4.0129,-1.7207,1
-0.23356,3.2405,-3.0669,-2.7784,1
-3.9172,2.6652,0.78886,-0.7819,1
-0.49241,0.89392,-1.6283,-0.56854,1
-4.3773,-5.5167,10.939,-0.4082,1
-3.1273,-7.1121,11.3897,-0.083634,1
-1.7697,3.4329,-1.2144,-2.3789,1
-0.0012852,0.13863,-0.19651,0.0081754,1
-3.4917,-12.1736,14.3689,-0.61639,1
-3.1158,-8.6289,10.4403,0.97153,1
-2.0891,-0.48422,1.704,1.7435,1
-1.2846,3.2715,-1.7671,-3.2608,1
-0.092194,0.39315,-0.32846,-0.13794,1
-1.0292,-6.3879,5.5255,0.79955,1
-1.0744,-6.3113,5.355,0.80472,1
-2.2501,3.3129,-0.88369,-2.8974,1
-2.1786,-6.4479,6.0344,-0.20777,1
0.0031201,-4.0061,1.7956,0.91722,1
-3.0799,0.60836,2.7039,-0.23751,1
-2.2987,-5.227,5.63,0.91722,1
-1.239,-6.541,4.8151,-0.033204,1
0.75896,0.29176,-1.6506,0.83834,1
-6.0598,9.2952,-0.43642,-6.3694,1
-3.518,2.8763,0.1548,-1.2086,1
-2.0336,-1.4092,1.1582,0.36507,1
-0.69745,-1.7672,-0.34474,-0.12372,1
0.75108,1.9161,-3.1098,-0.20518,1
0.84546,3.4826,-3.6307,-1.3961,1
-0.55648,3.2136,-3.3085,-2.7965,1
-3.6817,3.2239,-0.69347,-3.4004,1
-4.577,3.4515,0.66719,-0.94742,1
-0.8734,1.6533,-2.1964,-0.78061,1
-2.1234,1.1815,-0.55552,-0.81165,1
-2.3142,2.0838,-0.46813,-1.6767,1
-4.7331,-6.1789,11.388,-1.0741,1
-2.8829,3.8964,-0.1888,-1.1672,1
-0.036127,1.525,-1.4089,-0.76121,1
-1.7104,-4.778,6.2109,0.3974,1
-2.899,-0.60424,2.6045,1.3776,1
-0.98193,2.7956,-1.2341,-1.5668,1
-1.9409,-8.6848,9.155,0.94049,1
-2.2677,3.2964,-2.2563,-2.4642,1
0.14329,-1.0885,1.0039,0.48791,1
-0.93587,-5.1008,4.5367,1.3866,1
-0.8172,3.3812,-3.6684,-3.456,1
-1.2792,2.1376,-0.47584,-1.3974,1
0.11806,0.39108,-0.98223,0.42843,1
0.16358,-3.3584,1.3749,1.3569,1
1.5077,1.9596,-3.0584,-0.12243,1
-3.9934,5.8333,0.54723,-4.9379,1
-2.3898,-0.78427,3.0141,0.76205,1
-1.7976,-6.7686,6.6753,0.89912,1
-5.1661,8.0433,0.044265,-4.4983,1
-2.7028,1.6327,0.83598,-0.091393,1
0.88992,2.2638,-3.1046,-0.11855,1
1.0637,3.6957,-4.1594,-1.9379,1
-5.8818,7.6584,0.5558,-2.9155,1
-2.4198,-0.24418,0.70146,0.41809,1
-0.30432,2.6528,-2.7756,-0.65647,1
-0.60254,1.7237,-2.1501,-0.77027,1
-2.1059,1.1815,-0.53324,-0.82716,1
-4.8426,-4.9932,10.4052,-0.53104,1
-2.3147,3.6668,-0.6969,-1.2474,1
-0.11716,0.60422,-0.38587,-0.059065,1
-2.0066,-6.719,9.0162,0.099985,1
-3.6012,-6.5389,10.5234,-0.48967,1
-2.6286,0.18002,1.7956,0.97282,1
-0.82601,2.9611,-1.2864,-1.4647,1
0.31803,-0.99326,1.0947,0.88619,1
-2.5373,-6.959,8.8054,1.5289,1
-1.366,0.18416,0.90539,1.5806,1
-0.41965,2.9094,-1.7859,-2.2069,1
-1.6001,-9.5828,9.4044,0.081882,1
-0.37013,-5.554,4.7749,1.547,1
-5.119,6.6486,-0.049987,-6.5206,1
-0.69879,-3.3771,4.1211,1.5043,1
-2.9821,4.1986,-0.5898,-3.9642,1
-1.7101,-8.7903,7.9735,-0.45475,1
-1.8046,-6.8141,6.7019,1.1681,1
2.1943,4.5503,-4.976,-2.7254,1
-1.6706,-2.09,1.584,0.71162,1
-3.8952,3.8157,-0.31304,-3.8194,1
-4.1429,2.7749,0.68261,-0.71984,1
-2.6864,-0.097265,0.61663,0.061192,1
-1.0555,0.79459,-1.6968,-0.46768,1
-0.29858,2.4769,-2.9512,-0.66165,1
-1.9881,0.99945,-0.28562,-0.70044,1
-1.4375,-1.8624,4.026,0.55127,1
-4.6765,-5.6636,10.969,-0.33449,1
-2.0285,3.8468,-0.63435,-1.175,1
-3.3582,-7.2404,11.4419,-0.57113,1
-2.3629,-0.10554,1.9336,1.1358,1
-2.1802,3.3791,-1.2256,-2.6621,1
-0.40951,-0.15521,0.060545,-0.088807,1
-2.2918,-7.257,7.9597,0.9211,1
-2.0046,-0.49457,1.333,1.6543,1
-1.7063,2.7956,-2.378,-2.3491,1
-0.41645,0.32487,-0.33617,-0.36036,1
-1.5877,-6.6072,5.8022,0.31593,1
-1.5228,-6.4789,5.7568,0.87325,1
-0.53072,-0.097265,-0.21793,1.0426,1
-0.49081,2.8452,-3.6436,-3.1004,1
-6.5773,6.8017,0.85483,-7.5344,1
-1.3995,-1.9162,2.5154,0.59912,1
-1.6988,-7.1163,5.7902,0.16723,1
-3.3203,-0.02691,2.9618,-0.44958,1
0.7049,0.17174,-1.7859,0.36119,1
1.7331,3.9544,-4.7412,-2.5017,1
-6.3364,9.2848,0.014275,-6.7844,1
-3.8053,2.4273,0.6809,-1.0871,1
0.74067,1.7299,-3.1963,-0.1457,1
-0.3489,3.1929,-3.4054,-3.1832,1
-3.8552,3.5219,-0.38415,-3.8608,1
-6.9599,8.9931,0.2182,-4.572,1
-3.2051,-0.14279,0.97565,0.045675,1
-1.7549,-0.080711,-0.75774,-0.3707,1
-0.59587,2.4811,-2.8673,-0.89828,1
-2.0754,1.2767,-0.64206,-1.2642,1
-2.2183,-1.254,2.9986,0.36378,1
-5.0477,-5.8023,11.244,-0.3901,1
-3.5741,3.944,-0.07912,-2.1203,1
-0.7351,1.7361,-1.4938,-1.1582,1
-2.2617,-4.7428,6.3489,0.11162,1
-4.0218,-8.304,12.555,-1.5099,1
-3.0201,-0.67253,2.7056,0.85774,1
-2.5665,-6.8824,7.5416,0.70774,1
-2.4725,-0.40145,1.4855,1.1189,1
-1.7886,-6.3486,5.6154,0.42584,1
-2.9138,-9.4711,9.7668,-0.60216,1
-1.8343,-6.5907,5.6429,0.54998,1
-0.70346,2.957,-3.5947,-3.1457,1
-6.7387,6.9879,0.67833,-7.5887,1
-2.7723,3.2777,-0.9351,-3.1457,1
-1.6641,-1.3678,1.997,0.52283,1
-1.9551,-6.9756,5.5383,-0.12889,1
-0.71494,-4.4448,2.2241,0.49826,1
-5.4414,7.2363,0.10938,-7.5642,1
-3.5798,0.45937,2.3457,-0.45734,1
1.3403,4.1323,-4.7018,-2.5987,1
-6.5235,9.6014,-0.25392,-6.9642,1
-4.1244,3.7909,-0.6532,-4.1802,1
-4.9462,3.5716,0.82742,-1.4957,1
-2.0662,0.16967,-1.0054,-0.82975,1
-2.2811,-0.85669,2.7185,0.044382,1
-5.0676,-5.1877,10.4266,-0.86725,1
-3.9204,4.0723,-0.23678,-2.1151,1
-1.1306,1.8458,-1.3575,-1.3806,1
-2.4561,-4.5566,6.4534,-0.056479,1
-4.1958,-8.1819,12.1291,-1.6017,1
-3.38,-0.7077,2.5325,0.71808,1
-2.4365,3.6026,-1.4166,-2.8948,1
-2.5084,-0.22763,1.488,1.2069,1
-2.1652,3.0211,-2.4132,-2.4241,1
-1.8387,-6.301,5.6506,0.19567,1
-3,-9.1566,9.5766,-0.73018,1
-1.005,0.084831,-0.2462,0.45688,1
-0.87834,3.257,-3.6778,-3.2944,1
-2.5463,3.1101,-0.83228,-3.0358,1
-4.2333,4.9166,-0.49212,-5.3207,1
-2.3675,-0.43663,1.692,-0.43018,1
-0.89809,-4.4862,2.2009,0.50731,1
0.56232,1.0015,-2.2726,-0.0060486,1
0.15423,0.11794,-1.6823,0.59524,1
1.208,4.0744,-4.7635,-2.6129,1
0.11032,1.9741,-3.3668,-0.65259,1
-3.5933,0.22968,0.7126,-0.3332,1
-2.1674,0.12415,-1.0465,-0.86208,1
-2.5724,-0.95602,2.7073,-0.16639,1
-3.9297,-6.0816,10.0958,-1.0147,1
-5.2943,-5.1463,10.3332,-1.1181,1
-1.1188,3.3357,-1.3455,-1.9573,1
0.55939,-0.3104,0.18307,0.44653,1
-1.6029,-0.38903,1.62,1.9103,1
0.66365,-0.045533,-0.18794,0.23447,1
-0.97325,-6.4168,5.6026,1.0323,1
-0.24037,-1.7837,2.135,1.2418,1
0.2346,-4.5152,2.1195,1.4448,1
-4.1479,7.1225,-0.083404,-6.4172,1
1.3451,0.23589,-1.8785,1.3258,1
2.2279,4.0951,-4.8037,-2.1112,1
-5.3857,9.1214,-0.41929,-5.9181,1
-0.21888,-2.2038,-0.0954,0.56421,1
1.4896,3.4288,-4.0309,-1.4259,1
0.11592,3.2219,-3.4302,-2.8457,1
-1.5732,1.0636,-0.71232,-0.8388,1
-1.1667,-1.4237,2.9241,0.66119,1
3.6216,8.6661,-2.8073,-0.44699,0
4.5459,8.1674,-2.4586,-1.4621,0
0.32924,-4.4552,4.5718,-0.9888,0
4.3684,9.6718,-3.9606,-3.1625,0
3.5912,3.0129,0.72888,0.56421,0
2.0922,-6.81,8.4636,-0.60216,0
1.2247,8.7779,-2.2135,-0.80647,0
3.404,8.7261,-2.9915,-0.57242,0
1.4479,-4.8794,8.3428,-2.1086,0
5.2423,11.0272,-4.353,-4.1013,0
0.3292,-4.4552,4.5718,-0.9888,0
3.9362,10.1622,-3.8235,-4.0172,0
0.93584,8.8855,-1.6831,-1.6599,0
0.7057,-5.4981,8.3368,-2.8715,0
1.1432,-3.7413,5.5777,-0.63578,0
6.5633,9.8187,-4.4113,-3.2258,0
4.8906,-3.3584,3.4202,1.0905,0
-0.24811,-0.17797,4.9068,0.15429,0
-1.6162,0.80908,8.1628,0.60817,0
2.6881,6.0195,-0.46641,-0.69268,0
3.6289,0.81322,1.6277,0.77627,0
4.5679,3.1929,-2.1055,0.29653,0
3.4805,9.7008,-3.7541,-3.4379,0
2.8561,6.9176,-0.79372,0.48403,0
3.9102,6.065,-2.4534,-0.68234,0
1.6349,3.286,2.8753,0.087054,0
4.8265,0.80287,1.6371,1.1875,0
2.5635,6.7769,-0.61979,0.38576,0
5.807,5.0097,-2.2384,0.43878,0
3.1377,-4.1096,4.5701,0.98963,0
2.888,0.44696,4.5907,-0.24398,0
5.4021,3.1039,-1.1536,1.5651,0
2.5367,2.599,2.0938,0.20085,0
4.6054,-4.0765,2.7587,0.31981,0
2.4235,9.5332,-3.0789,-2.7746,0
1.0009,7.7846,-0.28219,-2.6608,0
0.12326,8.9848,-0.9351,-2.4332,0
4.7181,10.0153,-3.9486,-3.8582,0
4.1654,-3.4495,3.643,1.0879,0
4.4069,10.9072,-4.5775,-4.4271,0
3.7935,7.9853,-2.5477,-1.872,0
0.049175,6.1437,1.7828,-0.72113,0
0.24835,7.6439,0.9885,-0.87371,0
1.1317,3.9647,3.3979,0.84351,0
5.0185,8.5978,-2.9375,-1.281,0
3.245,6.63,-0.63435,0.86937,0
4.0296,2.6756,0.80685,0.71679,0
-1.1313,1.9037,7.5339,1.022,0
0.87603,6.8141,0.84198,-0.17156,0
4.1197,-2.7956,2.0707,0.67412,0
3.82,10.9279,-4.0112,-5.0284,0
5.1129,-0.49871,0.62863,1.1189,0
4.2027,0.22761,0.96108,0.97282,0
3.106,9.5414,-4.2536,-4.003,0
2.9163,10.8306,-3.3437,-4.122,0
3.9922,-4.4676,3.7304,-0.1095,0
4.2188,6.8162,-1.2804,0.76076,0
1.7819,6.9176,-1.2744,-1.5759,0
3.8969,7.4163,-1.8245,0.14007,0
3.4642,10.6878,-3.4071,-4.109,0
-1.5075,1.9224,7.1466,0.89136,0
2.994,7.2011,-1.2153,0.3211,0
3.7818,-2.8846,2.2558,-0.15734,0
3.4663,1.1112,1.7425,1.3388,0
3.2697,-4.3414,3.6884,-0.29829,0
2.0139,6.1416,0.37929,0.56938,0
0.4339,5.5395,2.033,-0.40432,0
5.032,8.2026,-2.6256,-1.0341,0
5.2418,10.5388,-4.1174,-4.2797,0
0.5195,-3.2633,3.0895,-0.9849,0
3.8584,0.78425,1.1033,1.7008,0
2.7391,7.4018,0.071684,-2.5302,0
