col1,col2,col3,col4,target
4.1529,-3.9358,2.8633,-0.017686,1
3.0329,2.2948,2.1135,0.35084,1
0.87603,6.8141,0.84198,-0.17156,1
5.0297,-4.9704,3.5025,-0.23751,1
4.5459,8.1674,-2.4586,-1.4621,1
0.88444,6.5906,0.55837,-0.44182,1
4.7072,8.2957,-2.5605,-1.4905,1
1.9429,6.3961,0.092248,0.58102,1
4.4682,2.2907,0.95766,0.83058,1
5.2756,0.13863,0.12138,1.1435,1
0.74054,0.36625,2.1992,0.48403,1
0.5195,-3.2633,3.0895,-0.9849,1
3.1836,7.2321,-1.0713,-2.5909,1
2.2517,-5.1422,4.2916,-1.2487,1
1.3087,4.9228,2.0013,0.22024,1
1.8373,6.1292,0.84027,0.55257,1
3.9232,-3.2467,3.4579,0.83705,1
4.1736,3.3336,-1.4244,0.60429,1
2.4226,-4.5752,5.947,0.21507,1
3.482,-4.1634,3.5008,-0.078462,1
4.1927,-3.2674,2.5839,0.21766,1
1.762,4.3682,2.1384,0.75429,1
-0.0068919,9.2931,-0.41243,-1.9638,1
3.5152,6.8224,-0.67377,-0.46898,1
4.3435,3.3295,0.83598,0.64955,1
4.8077,2.2327,-0.26334,1.5534,1
1.602,6.1251,0.52924,0.47886,1
5.0617,-0.35799,0.44698,0.99868,1
4.0948,-2.9674,2.3689,0.75429,1
0.29961,7.1328,-0.31475,-1.1828,1
2.5989,3.5178,0.7623,0.81119,1
4.2899,9.1814,-4.6067,-4.3263,1
2.6104,8.0081,-0.23592,-1.7608,1
3.9414,-3.2902,3.1674,1.0866,1
0.1848,6.5079,2.0133,-0.87242,1
3.7731,7.2073,-1.6814,-0.94742,1
3.9433,2.5017,1.5215,0.903,1
4.7432,2.1086,0.1368,1.6543,1
3.8023,-3.8696,4.044,0.95343,1
-0.2951,9.0489,-0.52725,-2.0789,1
1.1432,-3.7413,5.5777,-0.63578,1
1.2138,8.7986,-2.1672,-0.74182,1
0.77765,5.9781,1.1941,-0.3526,1
3.4647,-3.9172,3.9746,0.36119,1
2.4287,9.3821,-3.2477,-1.4543,1
-1.3971,3.3191,-1.3927,-1.9948,1
0.39012,-0.14279,-0.031994,0.35084,1
-1.6677,-7.1535,7.8929,0.96765,1
-2.2804,-0.30626,1.3347,1.3763,1
-0.9854,-6.661,5.8245,0.5461,1
-2.4115,-9.1359,9.3444,-0.65259,1
-0.61442,-0.091058,-0.31818,0.50214,1
-1.8215,2.7521,-0.72261,-2.353,1
-0.77461,-1.8768,2.4023,1.1319,1
-1.8187,-9.0366,9.0162,-0.12243,1
-0.3481,-0.38696,-0.47841,0.62627,1
-2.0962,-7.1059,6.6188,-0.33708,1
-2.6685,-10.4519,9.1139,-1.7323,1
-0.47465,-4.3496,1.9901,0.7517,1
1.0552,1.1857,-2.6411,0.11033,1
