col1,col2,col3,col4,target
3.2704,6.9321,-1.0456,0.23447,1
4.3483,11.1079,-4.0857,-4.2539,1
4.223,1.1319,0.72202,0.96118,1
3.4663,1.1112,1.7425,1.3388,1
4.1373,0.49248,1.093,1.8276,1
3.5499,8.6165,-3.2794,-1.2009,1
1.7317,-0.34765,4.1905,-0.99138,1
0.64295,7.1018,0.3493,-0.41337,1
4.1542,7.2756,-2.4766,-1.2099,1
3.4916,8.5709,-3.0326,-0.59182,1
5.0617,-0.35799,0.44698,0.99868,1
1.2138,8.7986,-2.1672,-0.74182,1
1.0652,8.3682,-1.4004,-1.6509,1
3.8417,10.0215,-4.2699,-4.9159,1
-0.16682,5.8974,0.49839,-0.70044,1
4.0047,0.45937,1.3621,1.6181,1
2.2526,9.9636,-3.1749,-2.9944,1
4.7114,2.0755,-0.2702,1.2379,1
1.8592,3.2074,-0.15966,-0.26208,1
3.1836,7.2321,-1.0713,-2.5909,1
0.38251,6.8121,1.8128,-0.61251,1
1.3264,1.0326,5.6566,-0.41337,1
3.4776,8.811,-3.1886,-0.92285,1
3.8644,3.7061,0.70403,0.35214,1
3.9994,0.90427,1.1693,1.6892,1
3.2585,-4.4614,3.8024,-0.15087,1
3.9772,0.33521,2.2566,2.1625,1
2.1948,1.3781,1.1582,0.85774,1
4.2475,1.4816,-0.48355,0.95343,1
2.2634,-4.4862,3.6558,-0.61251,1
3.9382,0.9291,0.78543,0.6767,1
4.0102,10.6568,-4.1388,-5.0646,1
2.7659,0.66216,4.1494,-0.28406,1
0.77124,9.0862,-1.2281,-1.4996,1
3.4312,6.2637,-1.9513,-0.36165,1
5.0691,0.21313,0.20278,1.2095,1
1.941,0.46351,4.6472,1.0879,1
3.106,9.5414,-4.2536,-4.003,1
3.7791,2.5762,1.3098,0.5655,1
4.0405,0.51524,1.0279,1.106,1
4.4069,10.9072,-4.5775,-4.4271,1
1.4884,3.6274,3.308,0.48921,1
4.2458,1.1981,0.66633,0.94696,1
1.8799,2.4707,2.4931,0.37671,1
